descriptif,nom_plage,commune,photo,nature_baignade,grand_territoire,source,date_ouverture,date_fermeture,date_detail,id,lon,lat
"A la limite de Biarritz, la plage d'Ilbarritz est localisée au nord de Bidart, en contrebas du château d'Ilbarritz. 
Sur un peu plus de 300 mètres de sable, vous pourrez pleinement profiter de cette plage de la Côte Basque qui est surveillée pendant la saison estivale. Les sportifs pourront également s’adonner au golf sur un très beau parcours qui entoure & surplombe la plage. 
La plage est équipée de sanitaires et douches et de deux restaurants.
Les chiens ne sont pas autorisés durant la période de surveillance.
L’accès, en pente, est aménagé pour les personnes à mobilité réduite. 
On peut s’y rendre à vélo par la Vélodyssée ou en bus depuis l’arrêt « Ilbarritz ».
Pour stationner, il existe deux parkings gratuits. Le premier sur l’avenue d'Ilbarritz permet également de rejoindre la plage Milady de Biarritz et le second se trouve sur l’avenue du Lac.",Plage d'Ilbarritz,BIDART,http://aquitaine.media.tourinsoft.eu/upload/IlbarritzOthondo-3-2.jpg,Plage oceane,Côte Basque,SIRTAQUI,,,,135,-1.578125900000001,43.460395300047
"La plage du Pavillon Royal se situe au nord de Bidart, à proximité de Biarritz. Cette longue plage de sable s’étend sur plus d’un kilomètre. 
C'est la plus longue plage de sable de Bidart et la plus excentrée du fait de son accès qui se fait uniquement à pied. Une véritable pépite à découvrir au bout du chemin.
Restée plus sauvage, elle ravira les amoureux de nature et la qualité de ses vagues permettra aux amateurs de surfer à marée basse sur différents bancs de sables pour tous les niveaux. 
Elle est équipée de sanitaires et douches. 
Elle est surveillée en période estivale.
Les chiens ne sont pas autorisés durant la période de surveillance.
Peu de stationnements sont disponibles aux alentours de la plage. L’accès peut facilement se faire par la Vélodyssée qui passe à proximité et en bus depuis l’arrêt « Prince de Galles ».",Plage du Pavillon royal,BIDART,http://aquitaine.media.tourinsoft.eu/upload/Bidart-Sunset-Pavillon-Royal-2019.07.30-4743.jpg,Plage oceane,Côte Basque,SIRTAQUI,,,,136,-1.5827151000000006,43.45449790004703
"La plage d'Erretegia se situe à proximité de Bidart Centre mais à l’écart du centre-ville dans un cadre verdoyant et naturel qui s’étend sur plusieurs centaines de mètres. Cette plage est également le point de départ du sentier du littoral : l'illustre randonnée de la Côte Basque qui s'étend sur 25km jusqu'à Hendaye.
Le cirque d'Erretegia, classé Espace Naturel Sensible, a fait l'objet d'un projet innovant mêlant plan de renaturation du site et adaptation de ce dernier au changement climatique. Les travaux engagés en 2019/2020 permettent de laisser respirer l’océan avec la création d’une plage intérieure plus vaste et naturelle, de redonner place à la biodiversité, à la faune et la flore typiques de ce site.
La plage est surveillée en période estivale, et  accessible à pied (à environ 250m du parking), en vélo par la Vélodyssée et en bus depuis l’arrêt « Erretegia ».",Plage d'Erretegia,BIDART,http://aquitaine.media.tourinsoft.eu/upload/Erretegia--1-.JPG,Plage oceane,Côte Basque,SIRTAQUI,,,,138,-1.5898283000000002,43.445994500047064
"Plage fréquentée par des habitués qui se retrouvent pour le charme et la tranquillité d’un site abrité.  Par mer agitée et coefficient élevé, le courant est fort (entraîne au large) ; au montant, le shore break est parfois violent.
L’accès à la Roche Ronde (zone protégée pour les oiseaux marins) et à la plage Bernain (risque d’éboulement) n’est pas autorisé.Pour des raisons d'hygiène et de salubrité les chiens sont interdits sur l'ensemble des plages toute l'année. Toutefois une dérogation sera accordée pour les personnes non voyantes accompagnées par un chien guide, sur présentation de leur carte d'invalidité au responsable du poste de secours.
Distribution de bracelets d’identité aux enfants au Poste de secours.",Plage du Miramar,BIARRITZ,http://aquitaine.media.tourinsoft.eu/upload/Plage-Miramar.JPG,Plage oceane,Côte Basque,SIRTAQUI,,,,129,-1.5554665999999995,43.487879000046874
"Petite plage au fond d’une anse rocheuse (proche centre ville), abritée des vents et des vagues. Fréquentée par les habitués durant toute l’année. Très prisée des familles avec jeunes enfants.
Pour des raisons d'hygiène et de salubrité les chiens sont interdits sur l'ensemble des plages toute l'année. Une dérogation sera accordée pour les personnes non voyantes accompagnées par un chien guide, sur présentation de leur carte d'invalidité au responsable du poste de secours. 
La plage du Port-Vieux labellisée « plage sans tabac » . Abritée des fortes houles et des vagues, en plein cœur de la ville, cette plage est particulièrement appréciée des familles avec jeunes enfants.
Distribution de bracelets d’identité pour les enfants.",Plage du Port vieux,BIARRITZ,http://aquitaine.media.tourinsoft.eu/upload/plage-port-vieux.jpg,Plage oceane,Côte Basque,SIRTAQUI,,,,134,-1.5669914000000003,43.48197540004689
"Plage familiale très fréquentée par les Biarrots, surmontée d'une promenade et de jeux aménagés pour les petits en bord de mer. A marée montante, le vagues de bord peuvent se révéler brutales. 
De nombreux parkings facilitent son accès. 
 Activité Handiplage et Handisurf avec accès direct à la mer (tiralos) tel : +33 5 59 23 63 93
La zone de surveillance est très étendue à marée basse. Importante pratique du bodyboard. Parking  à proximité. Pour des raisons d'hygiène et de salubrité les chiens sont interdits sur l'ensemble des plages toute l'année. Toutefois une dérogation sera accordée pour les personnes non voyantes accompagnées par un chien guide, sur présentation de leur carte d'invalidité au responsable du poste de secours.",Plage de la Milady,BIARRITZ,http://aquitaine.media.tourinsoft.eu/upload/plage-milady-coucher-de-soleil-Emmy-Martens-2.jpg,Plage oceane,Côte Basque,SIRTAQUI,,,,132,-1.574520899999999,43.46527780004697
"La plage de l’Uhabia est située au sud du centre du village de Bidart, à proximité de la plage du Centre. Située entre des maisons typiques basques et une colline, la plage de l’Uhabia est traversée par le fleuve éponyme. C’est une large plage de sable, la plus grande de la commune, mais également la plus accessible. 
Elle est surveillée en période estivale.
Les chiens ne sont pas autorisés durant la période de surveillance.
Il est possible de s’y rendre à vélo par la Vélodyssée, à pied ou à vélo par la nouvelle Voie Verte qui longe le fleuve Uhabia en desservant de nombreux campings, ou encore en bus depuis les arrêts « Plage » ou « Uhabia ».
La plage dispose également de 2 grands parkings gratuits : un premier sur la rue des Tamaris et un second sur l’avenue d’Espagne.
L’accès y est facilité pour les personnes à mobilité réduite avec la mise à disposition d’un tiralo.",Plage de l'Uhabia,BIDART,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-l-Uhabia--3-.JPG,Plage oceane,Côte Basque,SIRTAQUI,,,,140,-1.6003560000000017,43.43161360004713
"Grande plage de sable fin protégée par une baie au coeur de la ville. Idéale pour la baignade en famille avec de jeunes enfants.
Clubs de plage, locations de tentes, de transats et de parasols. Activités nautiques.
Handiplage et Audioplage à côté du phare.
Wifi public gratuit autour du poste de secours et de l’antenne d’animations

 Accessible de 6h à 19h uniquement pour marche, course à pied, baignade. Baignade non surveillée. Douches et sanitaires fermés.",Plage Sud,SAINT JEAN DE LUZ,http://aquitaine.media.tourinsoft.eu/upload/Plage-baie-Saint-Jean-de-Luz.jpg,Plage oceane,Côte Basque,SIRTAQUI,,,,147,-1.6651364999999996,43.38916750004733
"S'étendant sur plus de 3km, Hendaye est un site privilégié pour les familles recherchant espace et sécurité.

Chiens interdits sur toute la plage, même tenus en laisse.

Réservation des services Handiplage Hendaye auprès du poste MNS, directement sur place.
Autres types de demandes : 05 59 50 08 38 ou 06 20 04 10 39 ou www.handiplage.fr",Plage des 2 jumeaux,HENDAYE,http://aquitaine.media.tourinsoft.eu/upload/OT-HENDAYE-Plage-haute-saison.JPG,Plage oceane,Côte Basque,SIRTAQUI,,,,150,-1.7627154000000003,43.375927400047374
"Berceau du surf, plage au cadre exceptionnel avec vue sur les côtes d’Espagne, encadrée par des falaises. La baignade est suspendue à marée haute, faute d’accès. Par coefficient de marée > à 45, pas de plage. Avis aux surfeurs débutants: il est conseillé, à marée montante, de sortir de l’eau avant que les premières vagues atteignent les enrochements. Plage accessible à marée basse en fauteuil roulant, plan incliné à 50 m au sud du poste MNS. Pour des raisons d'hygiène les chiens sont interdits sur l'ensemble des plages toute l'année. Une dérogation sera accordée pour les personnes non voyantes accompagnées par un chien guide, sur présentation de leur carte d'invalidité au responsable du poste de secours.",Plage de la Côte des Basques,BIARRITZ,http://aquitaine.media.tourinsoft.eu/upload/cote-des-basques-Emmy-Martens-7.jpg,Plage oceane,Côte Basque,SIRTAQUI,,,,133,-1.567670599999999,43.47548840004691
"Belle plage de sable en prolongation de la Côte des Basques.
De par son étendue et son caractère sauvage, la plage de Marbella est particulièrement appréciée des surfeurs et des bodyboardeurs.
Excentrée avec un accès délicat (une bonne cinquantaine de marches). Attention aux personnes à mobilité réduite (marches et enrochements).
Pour des raisons d'hygiène et de salubrité les chiens sont interdits sur l'ensemble des plages toute l'année. Toutefois une dérogation sera accordée pour les personnes non voyantes accompagnées par un chien guide, sur présentation de leur carte d'invalidité au responsable du poste de secours.
Distribution de bracelets d’identité aux enfants au Poste de secours .


",Plage Marbella,BIARRITZ,http://aquitaine.media.tourinsoft.eu/upload/plages-marbella-milady-emmymartens-3.jpg,Plage oceane,Côte Basque,SIRTAQUI,,,,128,-1.5721767,43.467504000046944
"La plage du Petit Train ! Au Cap Ferret, la plage océane de L’Horizon est considérée comme la plage principale du village. Un authentique petit train à vapeur part de la jétée Bélisaire côté Bassin et dépose ses passagers à l’entrée de la plage plusieurs fois par jour. On vient pour s’amuser et se rouler dans les vagues mais aussi pour la glisse. Des écoles de surf  proposent cours et stages. 
Accessible par des caillebotis toute l’année, elle est surveillée par des maîtres nageurs sauveteurs en saison. Une borne d’appel d’urgence est aussi sur place.  Pour les personnes à mobilité réduite, un tiralo est disponible en saison.
La plage est nettoyée chaque matin  mais maintenir la beauté de ce lieu c’est veiller à ne jamais laisser de déchets derrière soi. 
 Camping sauvage, chiens (en liberté ou en laisse), utilisation d’appareils et instruments sonores, usage du feu sont interdits ",Plage de l'Horizon,LEGE CAP FERRET,http://aquitaine.media.tourinsoft.eu/upload/plage-horizon-balade-hiver-23.jpg,Plage oceane,Bassin d'Arcachon ,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-03/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-06/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""12/09/2020-13/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" } ]",31,-1.2580203999999997,44.65525270004088
"La plage océane du Truc Vert est accessible par des caillebotis toute l'année. Une borne d'appel permet aussi d'alerter les secours. Des écoles de surf et des cabanes pour grignoter entre deux sessions de surf  sont ouvertes sur la plage dès les beaux jours. 
 La plage est nettoyée chaque matin mais maintenir en permanence la beauté de ce lieu c'est aussi veiller à ne laisser aucun déchet derrière soi. Le Truc Vert est considéré comme un des plus beaux spots de surf de la Presqu'île. Pour les personnes à mobilité réduite, un tiralo est disponible en juillet et août. 
Camping sauvage, chiens (en liberté ou laisse), utilisation d'appareils et instruments sonores, dépôts d'ordures, usage du feu de jour comme de nuit sont interdits. ",Plage du Truc vert,LEGE CAP FERRET,http://aquitaine.media.tourinsoft.eu/upload/le-truc-vert-5.jpg,Plage oceane,Bassin d'Arcachon ,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-03/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-06/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""12/09/2020-13/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" } ]",30,-1.2506334999999988,44.71509830004058
"La plage des surfeurs ! Sur la plage océane du Grand Crohot à Lège, on foule pieds nus les planches en bois des caillebotis toute l’année. Un vrai petit paradis pour les amateurs de surf ! Au bas de la plage, vous trouverez restaurants, snacks ainsi qu’une école de surf.
La plage est surveillée par des maîtres nageurs sauveteurs en saison. Une borne d’appel permet aussi d’alerter les secours. Pour les personnes à mobilité réduite, un tiralo est disponible en saison.
La plage est nettoyée chaque matin sur une bande de plus d’1 km de long, mais maintenir la beauté de ce lieu c’est veiller à ne laisser aucun déchet derrière soi. Camping sauvage, chiens (en liberté ou laisse), utilisation d’appareils et instruments sonores, dépôts d’ordures, usage du feu de jour comme de nuit sont interdits.
",Plage du Grand Crohot,LEGE CAP FERRET,http://aquitaine.media.tourinsoft.eu/upload/surf-grand-crohot-38.jpg,Plage oceane,Bassin d'Arcachon ,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-03/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-06/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""12/09/2020-13/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" } ]",29,-1.2343740000000003,44.79885630004011
